# Pathway	VNF1S288	VNF2S289	VNF3S290	VNF4S291	VNF5S292	VTF1S293	VTF2S294	VTF3S295	VTF4S296	VTF5S297	VIF1S283	VIF2S284	VIF3S285	VIF4S286	VPF1S287	VPF2S288	VPF3S289	VPF4S290	VPF5S291	VNA1S233	VNA2S234	VNA3S235	VNA4S236	VNA5S237	VTA1S238	VTA2S239	VTA3S240	VTA4S241	VTA5S242	VIA1S243	VIA2S244	VIA3S245	VIA4S246	VIA5S247	VPA1S248	VPA2S249	VPA3S250	VPA4S251
season	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	rainy	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry	dry
PWY-7347: sucrose biosynthesis III	0	0	0	0	0	0	0	0	0	0.33435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7356: thiamine diphosphate salvage IV (yeast)	2.31131	2.31368	1.99703	0	0.874243	0.292706	0.292706	1.43709	0	0.272811	1.64998	1.16067	2.36778	0.50229	0.706865	0.706865	2.16486	0.530347	0	0	0	0	0	0	0	0	0	2.28549	2.00313	1.63126	1.5301	0	0.890173	2.20746	0	2.8768	0	0.819067
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	4.83166	4.83662	5.16041	3.08017	2.44481	4.58858	4.58858	3.65839	3.0897	2.80164	3.54429	1.84772	2.68953	1.57433	2.31877	2.31877	4.75223	2.3228	4.12649	1.28504	0	5.43666	0	3.47017	3.41936	4.27661	1.39964	2.13933	3.15803	1.33883	1.86299	0	3.14656	3.86184	4.69864	3.49606	0	0.587155
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	33.9278	33.9626	33.777	37.6485	31.508	37.811	37.811	30.9991	37.747	33.9615	40.2959	26.6777	33.5362	31.9537	35.2277	35.2277	36.3751	32.0482	35.7228	31.4615	27.129	33.1618	34.3563	33.909	35.4583	43.0612	29.8994	30.9517	30.4356	31.0564	35.4172	31.7007	39.5919	37.877	29.2493	36.0454	27.681	38.5654
PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0	0	0	0.408671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	40.9647	40.4818	38.1307	42.7308	34.3398	36.2967	36.2967	34.4289	34.3925	32.0971	41.0121	26.3594	33.6383	33.6943	31.7107	31.7107	40.3015	32.7625	30.6792	33.1534	33.0095	32.0777	30.1594	34.1466	34.6257	36.9996	32.0284	35.5406	35.0229	35.6341	33.2915	31.5182	36.981	33.6386	33.7782	35.9844	24.6874	34.3151
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.758612	0.759264	1.09938	0.755271	1.71827	0.922484	0.922484	0.452235	0.0749616	0.87856	0	1.0685	0.538343	0	0.906429	0.906429	0	0	0	0	0	0	3.69673	0	0.606773	0	0.142289	0	0	0	0	2.47296	0	0	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	6.18052	6.18674	4.23267	4.32629	7.16221	4.51996	4.51996	4.71838	6.31114	3.73982	4.96097	2.0157	5.42335	5.25881	2.80845	2.80845	5.52572	3.35326	3.03358	4.18889	3.71153	4.11377	2.20163	3.65018	5.40567	4.53747	3.27209	4.18489	4.10459	4.08022	6.95688	3.3835	3.98778	3.92813	7.49216	4.72595	3.81599	2.86542
PWY-7396: butanol and isobutanol biosynthesis (engineered)	1.81409	1.81595	1.00005	0	0.529694	0.439148	0.439148	0.419538	0.891746	0	0.731185	1.54922	0	0.415692	1.81226	1.81226	2.2337	1.35877	1.73856	0	0	0	0	0	0.832326	0	1.46915	1.23155	0	0	0	0	0.679163	0	0	0	0	3.60487
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	74.7869	74.8716	54.1109	62.6109	58.3821	46.7266	46.7266	48.8656	63.9976	59.4975	60.0565	38.5071	49.2133	54.5597	49.7391	49.7392	69.6001	53.754	50.4131	56.0793	56.1603	44.3615	7.77272	47.9083	52.4591	63.9746	59.9041	52.9043	60.6166	46.768	49.8252	36.3739	49.1275	45.1757	56.6248	58.4556	45.0878	54.6039
PWY-7401: crotonate fermentation (to acetate and cyclohexane carboxylate)	0	0	0	0.444939	1.55199	0.918363	0.918363	0	1.18472	1.77427	0	1.07822	1.63386	0	2.00848	2.00848	2.96028	2.95344	0	0	0	0	0	0	1.6411	0.739692	0	0	1.65518	1.22497	0	1.22828	1.35765	0	0	1.79231	0	2.33732
"PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis"	1.97555	1.97757	2.17505	0.854465	1.53651	1.5979	1.5979	0.975505	0	0	0.308172	1.26434	0.79636	0.467682	0.993977	0.993977	0	0.723173	0	0	2.01424	0.406246	1.27108	0.929114	0	0	0.424171	0	0	0	0	0	0	0	1.12552	0	0	0
PWY-7431: aromatic biogenic amine degradation (bacteria)	0.399829	0.40021	0.281619	0.425559	0.364145	0	0	0	0.881909	0	0.4783	0	0	0.592813	0	0	0.400401	0.328625	0.17622	0	0.461561	0	0	0	0	0	0.420394	0.41156	0	0	0.648861	0.404757	0	0	0	0	0	0
"PWY-7456: &beta;-(1,4)-mannan degradation"	0	0	0	0	0	0	0	0	0	0	0.26317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	39.4038	39.8198	35.7454	45.2376	39.5152	42.7275	42.7275	37.116	31.9096	41.1097	42.4895	32.3342	39.8991	37.2241	42.0535	42.0535	42.0938	38.3097	35.8417	29.901	33.4544	24.0592	36.5706	23.8109	35.7287	36.0726	32.4186	30.3901	39.0337	37.8308	39.7105	40.5777	38.8135	35.2126	37.3152	45.2047	24.3136	42.4286
PWY-7574: propanoyl-CoA degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535966	0.535966	0	0.710818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7616: methanol oxidation to carbon dioxide	0	0	0.390516	0.419476	0	0	0	0.441979	0.370511	0.576749	0.348349	0.396321	0	0	0	0	0	0.470295	0	0	0	0	0	0	0	0	0.838697	0	0	0	0.736391	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	103.937	103.356	96.2398	95.9387	99.3078	82.3116	82.3116	84.0608	92.278	87.1873	106.303	93.4392	100.316	92.5436	98.1461	98.1461	112.313	87.5313	87.1558	78.7891	82.0605	89.2375	78.2269	86.3033	86.7787	85.9604	89.9015	94.9825	89.103	93.0324	103.098	85.6047	97.4307	86.5321	102.901	95.1783	72.0603	98.2299
PWY-7664: oleate biosynthesis IV (anaerobic)	57.4149	56.6798	45.8	52.0064	56.9833	46.6669	46.6669	50.6007	49.5023	56.0927	55.2576	43.4505	49.2059	52.0293	49.7306	49.7306	65.7476	48.7019	42.2645	44.7635	45.908	47.1892	42.1545	51.2315	53.3452	49.9724	51.4833	54.261	56.898	51.8001	58.6972	46.5389	52.7184	47.8717	55.803	53.7845	36.9186	48.8078
"PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis"	2.09193	2.09407	0.706412	0.298882	0	0.466307	0.466307	0.621603	0.773844	0.605097	1.15375	0.513443	0.540699	0.442209	0.572063	0.572063	0.977036	0.833911	0.844456	0	0	1.36425	1.44991	1.1798	0	0	0.746317	0.505704	0.622368	0.455474	0	0.639923	1.75134	1.08786	0	1.49894	0	1.16326
PWY-7731: superpathway of photosynthetic hydrogen production	8.01245	8.02067	4.94259	4.29926	4.38717	2.77647	2.77647	3.7655	4.21406	4.4154	1.87416	3.26214	4.00227	4.6392	6.21328	6.21328	8.09975	8.44278	6.73504	2.32753	2.15411	0.609287	2.39999	2.31598	2.1548	2.58453	2.50473	2.11062	1.18115	1.2833	1.94877	1.381	0.464285	2.13362	2.65388	1.4698	2.53251	5.14602
PWY-7761: NAD salvage pathway II (PNC IV cycle)	2.44647	2.44898	1.50473	1.14524	3.98911	1.30493	1.30493	1.72499	1.6132	1.38641	1.93291	0	1.24417	1.37859	0.811111	0.811111	2.10999	1.5792	1.23352	1.0473	1.24694	0.433144	0	0.851432	1.26627	1.50985	2.04205	2.23266	0.641829	1.57393	0.530834	0	1.2881	0.661179	2.01054	1.44185	0	1.32051
PWY-7790: UMP biosynthesis II	79.2825	79.3523	83.3795	88.0445	82.9422	81.9067	81.9067	78.2724	75.8762	79.4374	81.2791	66.1668	83.0587	80.7475	73.1542	73.1542	90.1297	77.594	76.7948	71.8972	75.0874	71.9457	76.2544	80.8104	70.3611	81.3136	72.9476	77.8348	83.7479	84.7779	82.5009	92.4101	94.2751	93.0748	80.8301	86.3239	64.0215	91.2039
PWY-7791: UMP biosynthesis III	79.2825	79.3523	83.3795	88.0445	82.9422	81.9067	81.9067	78.2724	75.8762	79.4374	81.2791	66.1668	83.0587	80.7475	73.1542	73.1542	90.1297	77.594	76.7948	71.8972	75.0874	71.9457	76.2544	80.8104	70.3611	81.3136	72.9476	77.8348	83.7479	84.7779	82.5009	92.4101	94.2751	93.0748	80.8301	86.3239	64.0215	91.2039
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7807: glyphosate degradation III	0.416154	0.41658	0.872825	0.625547	0.56925	0	0	0	0	0	0	0	0	0	0.529511	0.529511	0.736783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.689095
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0.362181	0.362552	0.44144	0	0.589459	0	0	0	1.28581	0.500727	0.554835	0	0.708588	0.353354	0.461301	0.461301	0.552512	1.66129	0.598031	0.441748	0	0	0	0	0.540936	0	0	0	0	0.687181	0	0	0	0	0.613942	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	28.4234	28.4525	19.8715	28.0632	22.526	19.9264	19.9264	21.8464	14.501	22.7716	23.0278	13.2087	19.5932	21.376	20.2944	20.2944	23.1679	14.7553	19.0039	13.8033	8.27451	14.6249	3.06798	16.3073	16.1838	14.5601	18.5383	15.533	18.6015	14.3785	19.2294	14.3217	15.2094	11.5229	20.9088	23.2613	13.7281	18.5545
PWY-7854: crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)	18.7411	18.7595	21.8176	18.9368	21.8239	18.3193	18.3193	15.8778	14.8704	14.877	20.3918	15.9519	21.1456	19.7798	17.02	17.02	16.1029	14.8608	19.3663	17.5048	19.4383	20.1582	26.8	18.3852	16.0442	15.4018	14.1893	14.2712	20.0804	16.9687	16.2474	19.6302	17.1221	19.3822	16.1692	14.7229	19.0607	21.5447
PWY-7858: (5Z)-dodecenoate biosynthesis II	42.6582	42.0597	32.8385	38.5694	40.8414	34.6626	34.6626	38.5533	36.6699	40.8348	40.6752	31.2004	35.3812	38.6469	36.0498	36.0498	48.7252	35.1043	30.3138	32.9233	34.0005	34.3725	31.1832	38.7799	40.4129	37.4613	38.5977	41.0725	41.5905	38.871	44.0745	32.2088	37.5703	35.5752	41.4521	39.7712	27.0961	35.3613
PWY-7883: anhydromuropeptides recycling II	0	0	0	0	0	0	0	0	0	0	0.418837	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10445	0	0	0	1.23937	0.534821	0	0.657684	0	0	0	0	0	0
"PWY-7900: glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)"	0.565033	0.565614	0.509247	0.425557	0.394219	0	0	0	0	0.118891	0.385224	0	0.360363	0.299892	0.653301	0.653301	0.193818	0.40198	0.417396	0	0	0	0	0	0	0	0	0	0.673077	0	0.8978	0	0	0	0	0	0	0
PWY-7913: firefly bioluminescence	0	0	0	0.0603498	0	0	0	0	0	0	0	0	0	0.207609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	2.30452	2.30689	0	2.67838	0.687116	0.534717	0.534717	2.4489	0.715534	1.78516	1.56192	0	1.66865	2.04778	1.44114	1.44114	3.02397	0.96159	1.52477	1.21467	0	0	1.51515	1.36844	0.413447	0.709938	5.17652	1.21483	4.02485	1.96973	4.33904	0.613567	1.29069	0	4.42352	4.56082	3.14555	0
PWY-7948: 4-oxopentanoate degradation	0.531793	0.532335	0	0	0.417784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	49.574	49.6248	42.4458	51.5798	45.705	46.916	46.916	40.2337	41.685	41.6672	54.7367	40.6929	49.3246	48.3804	49.7095	49.7095	57.1385	45.1137	47.5448	34.9244	25.1784	35.7872	23.8226	35.6432	37.4446	41.2968	28.7619	32.0225	44.1911	42.5979	42.8349	40.278	44.9402	40.6985	44.5014	50.2792	38.7372	46.8253
PWY-7977: L-methionine biosynthesis IV	115.569	115.486	102.044	111.211	111.706	95.885	95.885	100.903	99.3728	99.8573	107.163	81.3469	95.6592	105.673	90.6622	90.6622	110.191	93.8307	86.6087	100.389	106.764	101.102	107.368	103.898	102.559	102.908	92.3031	89.5665	101.801	103.255	115.936	99.2293	103.102	112.185	105.902	110.767	80.5276	98.2967
PWY-7992: superpathway of menaquinol-8 biosynthesis III	13.1985	13.212	19.0961	17.4383	14.1171	15.191	15.191	17.5406	16.077	19.2113	18.828	12.6105	17.3268	15.5874	18.0246	18.0246	19.6648	17.0502	16.5822	14.0946	17.5604	13.513	9.85147	11.4275	17.3794	16.6088	14.7631	16.0187	16.4824	15.2131	23.8253	15.2617	12.7536	19.6874	17.2198	20.8186	18.3635	23.5961
PWY-8004: Entner-Doudoroff pathway I	13.8143	13.6626	12.8315	13.038	15.9972	6.97963	6.97963	9.72567	5.57679	12.7204	10.3959	8.78426	7.34319	12.737	8.78684	8.78684	10.4531	9.02962	11.11	7.4403	5.42253	13.9866	13.6336	11.2737	4.44689	8.00554	10.8799	7.30554	13.2119	5.50376	10.3933	10.4618	9.10435	8.99998	8.22331	12.396	3.95888	8.43979
PWY-8011: L-serine biosynthesis II	1.88212	1.88405	1.74754	1.7887	2.04524	1.42347	1.42347	1.92705	3.31137	1.20725	2.29165	0.877382	1.26042	2.30498	1.38468	1.38468	2.85862	1.66855	1.33136	0.962907	0.601815	0	0.771449	0.781901	2.38263	0.628507	2.02927	3.77366	1.26924	1.64794	1.71168	0.926981	2.54472	0.634721	1.77406	1.55056	0.722321	1.4653
PWY-801: homocysteine and cysteine interconversion	10.5708	10.6429	13.132	12.2789	11.2615	11.7291	11.7291	10.5597	9.26613	13.155	10.2955	6.91525	8.63304	10.8556	8.97669	8.97669	10.3195	11.8201	9.6083	10.3649	8.47151	13.4143	11.1098	11.9695	10.0209	11.0065	8.39336	10.3487	10.6426	10.834	10.0708	14.7355	12.2512	12.1486	7.41989	8.87055	9.80852	8.38281
PWY-8073: lipid IVA biosynthesis (P. putida)	7.35114	7.35868	7.96966	10.185	8.74842	8.22347	8.22347	7.73926	9.72722	8.52546	9.51858	9.70392	8.00116	8.88121	7.67728	7.67728	8.41744	7.33522	8.41222	9.4778	10.4929	14.168	8.38317	9.99334	10.4236	10.8497	9.23076	7.57786	10.27	10.91	12.4909	11.6941	10.4368	12.6017	10.2956	12.5469	9.06098	8.07525
PWY-8112: factor 420 biosynthesis I (archaea)	1.42835	1.4687	0.764023	0.890414	1.23235	0.684592	0.684592	1.24569	0.266165	1.45875	0.736105	0.866024	0.813736	1.2083	0.723548	0.723548	1.15755	1.33589	0.903888	0.797465	0.964109	0	0.794374	0.601395	0.899681	1.07837	1.0859	1.0188	1.0172	1.41052	1.54664	1.31009	1.07998	1.19287	1.71631	1.09502	0.350139	1.14528
PWY-8131: 5'-deoxyadenosine degradation II	0	0	0	0	0	0.127722	0.127722	0.330886	0.253655	0	0	0	0	0.612409	0	0	0.60822	0.213485	0	0	0	0	0	0	0	0	0.838769	0	0	0	0	0	0	0	0.594671	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	73.8875	73.7597	68.0311	73.524	71.1542	72.4368	72.4368	71.2565	64.8081	71.0247	79.4612	68.402	70.754	71.6336	72.5214	72.5214	82.3916	65.5689	71.6668	62.7019	61.7735	64.186	56.9398	61.553	65.7472	71.1165	62.3448	65.8844	73.361	67.2478	73.2914	66.3666	71.5019	70.8714	75.6656	75.1434	58.9405	72.5774
"PWY-8181: 2-methyl-branched fatty acid &beta;-oxidation"	0	0	0	0	0.590478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-8182: valproate &beta;-oxidation"	0.629802	0.63044	0	0	0.49712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	31.1061	31.138	29.9086	32.2662	35.1249	39.6543	39.6543	43.2334	32.0052	43.6143	38.1027	32.8089	35.6124	40.2495	44.0099	44.0099	49.4564	48.8217	40.7175	33.418	31.9872	28.8289	30.2708	30.6971	40.4142	37.9307	48.7111	48.1625	47.2745	45.601	50.701	50.8018	53.3099	48.692	45.8993	54.7917	37.2715	52.8981
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0.472164	0.472648	0.359935	0.471807	0.458541	0	0	0.626488	0.325091	0.68667	0.172055	0.23239	0.219554	0.265904	0.131217	0.131217	0.609819	0.532832	0	0	0	0	0	0	0.806282	0.264477	0	0	0.317697	0	0	0.453652	0	0	0.652201	0.817572	0	0.350746
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	23.6864	23.71	18.234	22.4793	25.7343	17.7108	17.7108	17.0785	19.1718	19.8716	20.6794	12.3974	21.3688	16.3307	16.2944	16.2944	20.6862	13.3888	15.2554	17.1951	19.1965	14.3366	20.0495	18.4629	13.4942	22.1678	10.0531	11.4613	17.3641	14.0984	23.0383	13.2847	17.8116	11.4987	17.1581	17.9991	6.32019	16.6587
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	92.6525	92.7376	88.1921	98.7263	91.338	88.3138	88.3138	80.0106	81.9219	85.488	94.1398	74.8991	85.8157	89.5972	87.1356	87.1356	95.6057	80.7316	79.5693	82.8445	76.6761	81.6638	78.3184	80.02	78.1374	89.1748	75.9031	74.5652	86.1485	85.5932	91.4973	82.7746	87.276	83.5236	87.0069	91.715	66.3846	88.86
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17511	1.17511	0.529568	0.522078	0	0	0	0	0	0	0	0	0	0.75373	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	1.4982	1.5001	0.725286	0	1.44013	0.199448	0.199448	1.15469	2.35834	0	0.511382	0	1.09797	1.61184	0.741434	0.741434	1.44221	0.334952	0	0	0	0	0	0	0	0	1.45305	0.716501	0.914508	0	3.02775	0	0	0	1.78865	0.664522	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	14.4237	14.4385	12.7714	11.4123	15.1126	12.6922	12.6922	18.7735	12.7208	15.2786	17.7704	14.0511	17.2476	18.0722	16.0634	16.0635	14.8115	17.6796	12.6164	10.8698	17.4849	7.29787	11.449	15.9845	11.0085	16.5872	22.4224	20.207	20.2274	21.4797	19.151	25.9871	25.2715	25.7737	15.7794	19.0527	16.1188	18.8675
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"	18.0584	18.0769	14.6474	17.1814	20.6367	16.3736	16.3736	15.0871	16.4445	15.9063	18.4611	10.2042	17.6926	16.0963	15.2443	15.2443	17.29	11.8163	11.0183	11.2085	11.7442	10.7899	11.7209	12.8375	16.1063	15.791	15.0766	17.7797	14.1293	14.0266	19.5642	11.2145	13.1429	9.85291	15.824	12.8566	9.39808	14.4162
PWY0-1261: anhydromuropeptides recycling I	6.038	6.04419	3.05718	4.3638	3.5085	4.87217	4.87217	3.74765	4.94585	4.87201	5.65783	4.00072	3.73511	4.15593	3.83197	3.83197	5.9912	4.6066	4.23269	3.8098	2.69179	3.89813	0	4.17081	3.69113	3.57672	4.17027	3.59099	5.38035	4.34179	4.72599	4.56315	5.91584	4.13509	4.99501	7.13254	3.89331	5.66319
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	1.15659	3.41697	0.984519	0	0	1.74771	1.86595	0.955476	0.583057	1.03373	0	0.513593	0	0	1.27453	1.07206	0.841379	0	0	0	0	0	0	1.52288	0	0	0	0	0	0.485899	0	1.31548	0.449325	0	0	0
PWY0-1296: purine ribonucleosides degradation	44.6767	44.7225	48.3294	47.0468	40.1549	47.2469	47.2469	38.0186	43.7203	41.5464	49.0684	40.2417	43.4363	44.5069	49.5142	49.5142	46.8745	43.4843	43.8909	41.4758	38.4963	45.5402	45.4829	43.4155	39.9083	42.3523	38.0735	40.3216	42.3948	48.0582	44.9876	45.2273	47.5446	45.6747	48.8224	57.5643	38.1855	55.1583
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	34.189	34.2263	31.3657	35.1056	34.7033	34.0578	34.0578	33.0823	30.6681	33.5813	39.963	36.4937	35.3204	36.3948	41.4288	41.4288	41.3414	37.6213	35.9705	31.138	28.4896	34.3195	27.0659	38.0771	32.2027	36.1939	33.5421	34.466	36.331	42.7635	40.1778	40.5656	42.3022	40.0755	42.7612	46.7936	32.9962	45.973
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	12.8837	12.8904	12.7194	14.0474	14.5109	11.044	11.044	11.334	11.6546	15.0873	14.2078	11.3889	11	12.8938	15.5258	15.5258	19.0167	13.4678	14.7193	12.7202	13.3576	14.9364	11.6748	13.6786	13.2755	17.1466	14.5012	11.7931	15.0668	12.8394	16.0763	13.1961	15.0177	13.0926	17.5333	17.7928	14.4545	16.6783
PWY0-1319: CDP-diacylglycerol biosynthesis II	17.6591	17.6772	8.46185	11.2034	13.9519	14.3197	14.3197	13.5072	12.143	12.122	15.3333	11.3102	10.8887	12.3097	14.1834	14.1834	19.0361	17.2373	16.2572	7.30719	8.55224	9.43365	6.55461	9.3633	11.1807	13.1751	12.0408	11.3066	14.0561	11.0803	12.3921	10.2834	13.8543	7.59621	14.1072	13.2348	6.71263	14.7719
"PWY0-1337: oleate &beta;-oxidation"	0	0	1.03598	1.11489	3.03131	1.62784	1.62784	3.88542	0.512074	0	2.53638	0.777414	1.41029	2.26498	2.50678	2.50678	1.05323	1.78802	1.74836	0	1.25863	0	2.32796	0	3.79948	0	1.80091	1.92305	1.31632	2.23677	1.16165	0	2.36213	0.407132	0.434122	1.16752	0	0
PWY0-1477: ethanolamine utilization	21.0877	21.0667	21.0416	16.7316	23.1435	19.5172	19.5172	25.1848	17.3321	26.0054	21.2909	21.4552	22.5691	22.4756	27.6992	27.6992	29.063	29.3642	24.9027	16.5549	20.0906	16.9286	14.8114	18.2279	26.7587	28.6368	25.4879	25.4566	29.1855	27.1228	27.0864	26.8367	25.5158	25.3219	32.2152	29.3	20.7784	26.6341
PWY0-1479: tRNA processing	29.5329	29.5631	25.8321	28.8278	27.8824	23.3464	23.3464	22.4109	23.0367	25.3218	29.2281	15.7146	24.7329	26.9239	27.5761	27.5761	26.625	21.2266	23.5463	20.3326	23.5917	20.0351	19.713	20.1031	17.2026	16.9056	21.8493	24.8771	26.7575	23.91	26.0121	24.4466	25.4751	28.7407	24.1095	28.4428	22.1035	27.7668
PWY0-1533: methylphosphonate degradation I	0.312527	0.312848	0.883329	0.885314	0.647088	0.162885	0.162885	0.928947	0	0	0.145434	0.615144	0	0.663172	0.414259	0.414259	0.814519	0.794924	0.332792	0	0	0	0	0	0	0.158842	0.379375	0	0	0	0	0	0	0	0	0	0	0.732022
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	14.4458	14.4607	9.94846	15.0457	14.2068	14.6078	14.6078	14.455	17.5248	17.0356	20.2238	15.2422	18.8675	17.1311	17.2306	17.2306	23.518	13.4314	15.0893	10.6513	8.67961	11.0376	7.66274	9.51109	14.2229	10.4617	13.2244	13.1043	18.3231	14.0474	17.973	15.2175	19.2682	17.6056	18.114	21.9566	11.7587	16.0442
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	47.6382	47.6844	40.0071	44.6041	45.8696	45.0271	45.0271	45.8191	33.0785	42.3243	45.923	29.1428	44.8213	42.2339	42.5425	42.5425	51.6511	43.9182	39.4249	20.9894	36.0974	25.9035	28.2239	40.9748	39.9589	42.5182	47.7775	36.6056	43.1123	42.887	47.9053	43.3074	49.3589	39.4836	48.623	36.0866	29.6816	43.6424
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0	2.04591	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22335	0	0	0	0	2.57198	0	0	0	0	0	0	0	0	0
PWY0-42: 2-methylcitrate cycle I	9.89104	9.87164	2.87447	3.48336	4.3819	4.76239	4.76239	7.40538	4.05549	6.81437	3.74095	3.29289	5.49983	7.11692	3.16452	3.16452	10.0015	6.15316	4.17486	6.84571	2.39394	3.95475	1.92974	4.5581	4.84637	3.11528	4.77478	5.29291	7.7038	5.3697	6.26996	3.85507	3.22668	4.79878	3.87757	4.73287	2.5703	3.2668
PWY0-781: aspartate superpathway	7.31129	7.31559	0	8.86826	3.15809	1.84117	1.84117	6.91279	0	2.13623	7.60346	3.38833	5.28547	8.04239	7.21431	7.21431	9.13542	7.46889	3.15405	2.9673	4.96005	1.99864	0	0	2.82783	4.47608	4.43564	3.84763	4.86572	2.28351	3.8796	3.32763	6.64849	3.79651	0	5.56201	0	2.47947
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	1.43391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	54.7653	54.7568	46.9565	56.5849	52.5981	50.7687	50.7687	50.6485	52.9295	52.3946	60.1195	44.3996	46.1375	51.293	48.995	48.995	60.8194	44.8824	43.4658	46.6988	43.7125	51.7542	48.6449	53.231	54.8679	58.6851	48.487	51.9111	53.1412	51.9312	55.8167	42.7038	48.5104	49.4403	55.7788	50.1573	45.2732	51.9575
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis	0.798606	0.799425	0	0	0	0	0	0	0	0	0.777595	0	0	0	0.834057	0.834057	0.959089	1.46165	0	0	0	0	0	0	1.26162	0	0	0	0	0	0	0	0	0	1.2106	0	0	1.65158
PWY1G-0: mycothiol biosynthesis	8.24106	8.19684	6.10532	7.78346	8.2595	6.00619	6.00619	7.76221	4.02905	6.10911	6.60514	5.21711	5.99826	7.08872	8.24515	8.24515	7.68303	10.8445	6.53229	2.80083	8.88116	4.17377	7.88361	4.74142	7.54946	3.74427	5.88275	7.57746	9.12367	10.5994	11.7396	10.2179	10.0505	7.94322	9.72492	7.19183	2.66227	7.98757
